,account_id,client_id,district_id,Gender,age,disposition_type,card_type,Year_DOC,Month_DOC,Day_DOC,Frequency_issuance,Nbr_Credit_Trans.,Amount_Credit_Trans.,Nbr_Debit_Trans.,Amount_Debit_Trans.,average_balance,Nbr_Credit_Cash,Nbr_Credit_Bank,Nbr_Credit_Others,Nbr_Debit_Cash,Nbr_Debit_Card,Nbr_Debit_Bank,Amount_Credit_Cash,Amount_Credit_Bank,Amount_Credit_Others,Amount_Debit_Cash,Amount_Debit_Card,Amount_Debit_Bank,Nbr_Statement_Trans.,Amount_Statement_Trans,Nbr_Interest_Credited_Trans,Amount_Interest_Credited_Trans,Nbr_Sanction_Interest_Trans,Amount_Sanction_Interest_Trans,Nbr_Pension_Trans,Amount_Pension_Trans,Nbr_PO_Leasing,Monthly_Amount_PO_Leasing,Nbr_Insurance_Trans,Amount_Insurance_Trans,Nbr_PO_Insurance,Monthly_Amount_PO_Insurance,Nbr_Household_Trans,Amount_Household_Trans,Nbr_PO_Household,Monthly_Amount_PO_Household,Nbr_Other_Trans,Amount_Other_Trans,Nbr_PO_Other,Monthly_Amount_PO_Other,Nbr_Loan_Trans,Amount_Loan_Trans,Nbr_PO_Loan,Monthly_Amount_PO_Loan,Theoritical_Amount_Loan_Due,Loan_Duration,Status_Loan_Owner,Region,Average_salary_district,Average_Unemployment_rate_district
312,2372,2867,1,Female,39,OWNER,not availed,1997,6,15,Monthly,42,82872.6,86,69173.8,17867,6,18,18,33,0,53,19600,61884,1388.6,39269.8,0,29904,13,189.8,18,1388.6,0,0,0,0,,,13,1391,1,107,14,1512,1,108,44,120564,2,2077,0,0,,,,,,Prague,12541,0.36
313,2374,2869,1,Male,24,OWNER,not availed,1995,12,7,Monthly,75,132342.7,89,103260.2,19632,1,37,37,56,0,33,200,129389,2753.7,26337.2,0,76923,32,467.2,37,2753.7,0,0,0,0,,,0,0,,,33,76923,1,2331,62,155459,,,0,0,,,,,,Prague,12541,0.36
314,2381,2876,1,Male,22,OWNER,not availed,1997,2,13,Monthly,48,435612.1,73,374534.2,42011,26,0,22,56,0,17,431772,0,3840.1,215448.2,0,159086,17,248.2,22,3840.1,0,0,0,0,,,0,0,,,17,159086,1,9358,65,646972,,,0,0,,,,,,Prague,12541,0.36
315,2390,2885,1,Female,34,OWNER,not availed,1996,2,12,Monthly,84,1344021,138,1323589.6,48466,50,0,34,85,0,53,1338217,0,5804,965963.6,0,357626,31,452.6,34,5804,0,0,0,0,1,2353,0,0,,,27,59562,1,2206,104,2303728,1,11464,0,0,,,,,,Prague,12541,0.36
316,2392,2888,1,Female,21,OWNER,junior,1997,5,18,Monthly,25,154245.7,13,112400,27046,9,0,16,12,1,0,151158,0,3087.7,112300,100,0,0,0,16,3087.7,0,0,0,0,,,0,0,,,0,0,,,22,263558,,,0,0,,,,,,Prague,12541,0.36
317,2399,2896,1,Female,24,OWNER,not availed,1994,4,26,Monthly,191,410012,136,372338.4,33067,135,0,56,136,0,0,402471,0,7541,372338.4,0,0,54,788.4,56,7541,0,0,0,0,,,0,0,,,0,0,,,217,774021,,,0,0,,,,,,Prague,12541,0.36
318,2407,2908,1,Male,28,OWNER,not availed,1996,7,21,Monthly,63,357154.6,96,327958.4,23614,34,0,29,72,0,24,354247,0,2907.6,152950.4,0,175008,24,350.4,29,2907.6,0,0,0,0,,,0,0,,,24,175008,1,7292,82,506847,,,0,0,,,,,,Prague,12541,0.36
319,2414,2916,1,Male,27,OWNER,not availed,1995,1,19,Monthly,91,141703.7,166,123085.2,14911,1,47,43,82,0,84,400,138603,2700.7,40513.2,0,82572,42,613.2,43,2700.7,0,0,0,0,,,0,0,,,42,19530,1,465,88,178903,1,1501,0,0,,,,,,Prague,12541,0.36
320,2424,2929,1,Male,41,OWNER,classic,1995,10,13,Monthly,121,2276808.7,167,2244373.8,67691,85,0,36,132,1,34,2267578,0,9230.7,1762281.8,1400,480692,33,481.8,36,9230.7,0,0,0,0,,,0,0,,,34,480692,1,14138,185,4030778,,,0,0,,,,,,Prague,12541,0.36
321,2427,2932,1,Female,59,OWNER,not availed,1993,10,8,Weekly,132,1039172.2,274,1007078,33329,73,0,59,109,0,165,1031599,0,7573.2,528248,0,478830,54,1620,59,7573.2,0,0,0,0,,,55,128810,1,2342,55,302280,1,5496,128,1558227,1,868,0,0,,,,,,Prague,12541,0.36
322,2434,2940,1,Male,34,OWNER,not availed,1993,2,2,Monthly,169,407622.4,191,388072.6,18534,98,0,71,124,0,67,402501,0,5121.4,191963.6,0,196109,66,963.6,71,5121.4,0,0,0,0,,,0,0,,,67,196109,1,2927,156,593501,,,0,0,,,,,,Prague,12541,0.36
323,2437,2943,1,Female,19,OWNER,not availed,1995,12,4,Monthly,75,113481.3,131,96305.2,16018,1,37,37,67,0,64,500,110667,2314.3,32497.2,0,63808,32,467.2,37,2314.3,0,0,0,0,,,0,0,,,32,20992,1,656,73,143197,1,1338,0,0,,,,,,Prague,12541,0.36
324,2452,2960,1,Male,71,OWNER,not availed,1997,7,14,Monthly,31,96260.3,37,73477.2,20803,1,17,13,24,0,13,600,94571,1089.3,31305.2,0,42172,12,175.2,13,1089.3,0,0,17,94571,,,0,0,,,13,42172,1,3244,13,31730,,,0,0,,,,,,Prague,12541,0.36
325,2453,2962,1,Male,61,OWNER,not availed,1993,3,8,Monthly,141,236671.8,174,207679,22334,1,70,70,109,0,65,400,229950,6321.8,65329,0,142350,65,949,70,6321.8,0,0,0,0,,,0,0,,,65,142350,1,2190,115,294730,,,0,0,,,,,,Prague,12541,0.36
326,2460,2971,1,Female,22,OWNER,classic,1993,11,22,Monthly,135,509455,162,438817.6,35370,74,0,61,159,3,0,500546,0,8909,430017.6,8800,0,56,817.6,61,8909,0,0,0,0,1,435,0,0,,,0,0,,,180,938546,,,0,0,,,,,,Prague,12541,0.36
327,2461,2972,1,Male,23,OWNER,not availed,1997,9,28,Monthly,40,74896.9,27,52410.6,20467,25,0,15,27,0,0,73681,0,1215.9,52410.6,0,0,11,160.6,15,1215.9,0,0,0,0,,,0,0,,,0,0,,,41,125931,,,0,0,,,,,,Prague,12541,0.36
328,2481,2996,1,Male,34,OWNER,not availed,1995,10,28,Monthly,21,50000,18,35100,17000,21,0,0,18,0,0,50000,0,0,35100,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,39,85100,,,0,0,,,,,,Prague,12541,0.36
329,2482,2997,1,Female,58,OWNER,not availed,1994,2,23,Monthly,130,760136.1,345,725765.8,31897,72,0,58,129,0,216,752934,0,7202.1,312773.8,0,412992,53,773.8,58,7202.1,0,0,0,0,1,1721,54,4590,1,85,54,398574,1,7381,148,1064934,2,182,0,0,,,,,,Prague,12541,0.36
330,2483,2998,1,Male,38,OWNER,classic,1996,9,29,Monthly,56,702560,112,641005.2,45404,29,0,27,67,1,44,697143,0,5417,421921.2,800,218284,22,321.2,27,5417,0,0,0,0,,,0,0,,,22,109912,1,4996,75,1119543,1,4926,0,0,,,,,,Prague,12541,0.36
331,2486,3001,1,Male,41,OWNER,not availed,1993,2,27,Monthly,198,3493036.2,336,3417366.2,55885,128,0,70,324,0,12,3478809,0,14227.2,3392850.2,0,24516,67,978.2,70,14227.2,0,0,0,0,,,0,0,,,0,0,,,385,6870681,,,12,24516,1,2043,24516,12,A,Prague,12541,0.36
332,2503,3021,1,Male,38,OWNER,not availed,1993,3,5,Monthly,153,771976.7,217,707829.4,34623,84,0,69,152,0,65,762450,0,9526.7,299694.4,0,408135,64,934.4,69,9526.7,0,0,0,0,,,0,0,,,65,408135,1,6279,172,1061210,,,0,0,,,,,,Prague,12541,0.36
333,2524,3046,1,Female,74,OWNER,not availed,1994,12,19,Monthly,94,304609.2,144,278847.8,19332,1,48,45,101,0,43,300,300624,3685.2,169197.8,0,109650,43,627.8,45,3685.2,0,0,48,300624,,,0,0,,,43,109650,1,2550,59,168870,,,0,0,,,,,,Prague,12541,0.36
334,2545,3072,1,Male,63,OWNER,not availed,1996,12,4,Monthly,69,359916.8,123,339743,19475,44,0,25,50,0,73,357950,0,1966.8,165972,0,173771,20,292,25,1966.8,0,0,0,0,,,21,14973,1,713,21,55377,1,2637,74,523630,1,671,10,89330,1,8933,428784,48,C,Prague,12541,0.36
335,2546,3074,1,Male,41,OWNER,not availed,1994,12,8,Monthly,99,916228.8,235,904105.6,37935,50,0,49,94,0,141,909652,0,6576.8,687106.6,0,216999,46,671.6,49,6576.8,0,0,0,0,1,4896.5,47,22560,1,480,47,140295,1,2985,98,1596087,1,1152,0,0,,,,,,Prague,12541,0.36
336,2570,3101,1,Male,58,OWNER,not availed,1995,12,19,Monthly,69,113369.4,99,95083.6,16138,1,36,32,68,0,31,400,110772,2197.4,31502.6,0,63581,31,452.6,32,2197.4,0,0,0,0,,,0,0,,,0,0,1,2051,105,205803,,,0,0,,,,,,Prague,12541,0.36
337,2587,3123,1,Male,20,OWNER,not availed,1997,7,25,Monthly,36,171656.7,42,157175.2,17178,19,0,17,42,0,0,170603,0,1053.7,157175.2,0,0,12,175.2,17,1053.7,0,0,0,0,,,0,0,,,0,0,,,49,327603,,,0,0,,,,,,Prague,12541,0.36
338,2591,3127,1,Female,79,OWNER,not availed,1996,5,6,Monthly,65,186420.4,98,160561.2,20919,1,32,32,71,0,27,800,182976,2644.4,71434.2,0,89127,27,394.2,32,2644.4,0,0,32,182976,,,0,0,,,27,89127,1,3301,45,71840,,,0,0,,,,,,Prague,12541,0.36
339,2595,3131,1,Female,64,OWNER,not availed,1997,8,17,Monthly,30,110958.2,37,76781.6,25024,1,16,13,26,0,11,300,109248,1410.2,38490.6,0,38291,11,160.6,13,1410.2,0,0,16,109248,,,0,0,,,11,38291,1,3481,16,38630,,,0,0,,,,,,Prague,12541,0.36
340,2596,3132,1,Female,24,OWNER,not availed,1994,9,2,Monthly,105,183112.8,141,155641.2,22268,1,52,52,94,0,47,200,178256,4656.8,48246.2,0,107395,47,686.2,52,4656.8,0,0,0,0,,,0,0,,,47,107395,1,2285,100,226016,,,0,0,,,,,,Prague,12541,0.36
341,2598,3134,1,Male,61,OWNER,gold,1996,3,14,Monthly,92,1421495.6,115,1312930.1,55290,59,0,33,113,2,0,1414634,0,6861.6,1307330.1,5600,0,30,438,33,6861.6,2,15.1,0,0,,,0,0,,,0,0,,,142,2727111,,,0,0,,,,,,Prague,12541,0.36
342,2600,3136,1,Male,36,OWNER,gold,1996,2,13,Monthly,117,2077344,146,1993176.2,73473,83,0,34,104,10,32,2068445,0,8899,1791448.2,61600,140128,32,467.2,34,8899,0,0,0,0,,,0,0,,,32,140128,1,4379,165,3921026,,,0,0,,,,,,Prague,12541,0.36
343,2606,3144,1,Male,80,OWNER,not availed,1994,7,27,Monthly,103,244048.2,195,213376.8,22637,1,53,49,97,0,98,1100,238447,4501.2,92150.8,0,121226,48,700.8,49,4501.2,0,0,53,238447,,,0,0,,,49,1519,2,2474,50,92550,,,0,0,,,,,,Prague,12541,0.36
344,2607,3146,1,Male,51,OWNER,not availed,1997,8,19,Monthly,34,191787.4,77,171180.6,25079,18,0,16,41,0,36,190331,0,1456.4,134340.6,0,36840,11,160.6,16,1456.4,0,0,0,0,1,1570,12,10584,1,882,12,17196,1,1433,48,324511,1,755,0,0,,,,,,Prague,12541,0.36
345,2611,3151,1,Female,48,OWNER,classic,1996,3,6,Monthly,70,588589.9,75,520823.4,65490,36,0,34,69,6,0,579588,0,9001.9,507523.4,13300,0,29,423.4,34,9001.9,0,0,0,0,,,0,0,,,0,0,,,82,1099988,,,0,0,,,,,,Prague,12541,0.36
346,2612,3152,1,Male,63,OWNER,not availed,1997,4,29,Monthly,42,501514.6,55,463198,40392,2,20,20,55,0,0,1500,497088,2926.6,463198,0,0,15,219,20,2926.6,0,0,0,0,1,2259.5,0,0,,,0,0,,,62,961567,,,0,0,,,,,,Prague,12541,0.36
347,2616,3157,1,Female,57,OWNER,not availed,1993,8,17,Monthly,131,1423125.4,245,1403021.4,32314,67,0,64,185,0,60,1415307.5,0,7817.9,911741.4,0,491280,59,861.4,64,7817.9,0,0,0,0,,,0,0,,,60,491280,1,8188,193,2326187.5,,,0,0,,,,,,Prague,12541,0.36
348,2617,3158,1,Female,59,OWNER,not availed,1993,9,24,Monthly,123,197700.2,215,178340.8,20572,1,63,59,99,0,116,400,192150,5150.2,60426.8,0,117914,58,846.8,59,5150.2,0,0,0,0,,,0,0,,,58,9628,1,166,105,252130,1,1867,0,0,,,,,,Prague,12541,0.36
349,2622,3163,1,Female,35,OWNER,not availed,1996,8,21,Monthly,78,446147.8,101,416050.8,34077,50,0,28,70,0,31,442333,0,3814.8,206675.8,0,209375,23,335.8,28,3814.8,0,0,0,0,,,0,0,,,24,169608,1,7067,97,648673,,,7,39767,1,5681,136344,24,C,Prague,12541,0.36
350,2631,3176,1,Male,62,OWNER,not availed,1996,3,29,Monthly,63,117151,87,82223.8,23833,1,33,29,58,0,29,900,113388,2863,20598.8,0,61625,28,408.8,29,2863,0,0,0,0,,,0,0,,,29,61625,1,2125,64,134478,,,0,0,,,,,,Prague,12541,0.36
351,2640,3186,1,Female,44,OWNER,classic,1996,9,21,Monthly,65,494283.8,85,424077.2,54242,38,0,27,55,7,23,488701,0,5582.8,203221.2,16800,204056,22,321.2,27,5582.8,0,0,0,0,,,0,0,,,23,204056,1,8872,78,708401,,,0,0,,,,,,Prague,12541,0.36
352,2644,3190,1,Female,79,OWNER,not availed,1997,8,8,Monthly,35,86559.9,53,59072.2,20349,1,17,17,28,0,25,600,84728,1231.9,24265.2,0,34807,12,175.2,17,1231.9,0,0,17,84728,,,0,0,,,13,33319,2,2687,17,24690,,,0,0,,,,,,Prague,12541,0.36
353,2651,3197,1,Male,41,OWNER,classic,1993,3,21,Monthly,140,2715238.5,276,2690437.4,47345,2,69,69,202,10,64,5900,2694681,14657.5,1969469.4,25800,695168,64,934.4,69,14657.5,0,0,0,0,1,3592.9,0,0,,,64,695168,1,10862,219,4694916,,,0,0,,,,,,Prague,12541,0.36
354,2652,3199,1,Female,42,OWNER,not availed,1996,7,22,Monthly,61,669952.8,127,619025.4,42789,32,0,29,78,0,49,665109.5,0,4843.3,418610.4,0,200415,24,350.4,29,4843.3,0,0,0,0,,,0,0,,,24,41640,1,1735,86,1083369.5,1,6351,0,0,,,,,,Prague,12541,0.36
355,2655,3203,1,Female,40,OWNER,not availed,1996,9,7,Monthly,60,609717.5,148,580418.4,42105,32,0,28,73,0,75,605015,0,4702.5,472218.4,0,108200,24,350.4,28,4702.5,0,0,0,0,1,2216,25,33475,1,1339,25,72500,1,2900,81,1076883,1,89,0,0,,,,,,Prague,12541,0.36
356,2656,3205,1,Female,78,OWNER,not availed,1997,2,18,Monthly,41,113624,74,81727.2,23018,1,22,18,40,0,34,900,111012,1712,45568.2,0,36159,17,248.2,18,1712,0,0,22,111012,,,0,0,,,17,6953,2,2127,24,46220,,,0,0,,,,,,Prague,12541,0.36
357,2661,3213,1,Male,58,OWNER,not availed,1997,2,25,Monthly,50,221794.6,66,200536.2,19674,28,0,22,49,0,17,219998,0,1796.6,119548.2,0,80988,17,248.2,22,1796.6,0,0,0,0,,,0,0,,,17,80988,1,4764,60,339298,,,0,0,,,,,,Prague,12541,0.36
358,2671,3226,1,Male,48,OWNER,not availed,1993,9,15,Monthly,162,259457.3,183,220542.8,26978,36,63,63,124,0,59,65100,187488,6869.3,103486.8,0,117056,58,846.8,63,6869.3,0,0,0,0,,,0,0,,,59,117056,1,1984,165,355228,,,0,0,,,,,,Prague,12541,0.36
359,2675,3230,1,Female,17,OWNER,junior,1994,2,19,Monthly,69,336252.1,76,321167.2,25455,17,0,52,60,16,0,329946,0,6306.1,294767.2,26400,0,32,467.2,52,6306.1,0,0,0,0,,,0,0,,,0,0,,,61,650646,,,0,0,,,,,,Prague,12541,0.36
360,2678,3233,1,Male,19,OWNER,junior,1997,7,15,Monthly,35,704961.8,52,643360.2,48181,1,17,17,49,3,0,200,701705,3056.8,637060.2,6300,0,12,175.2,17,3056.8,0,0,0,0,1,3793,0,0,,,0,0,,,58,1345090,,,0,0,,,,,,Prague,12541,0.36
361,2696,3254,1,Male,69,OWNER,not availed,1997,1,19,Monthly,43,109565.3,54,88472.8,18236,1,23,19,36,0,18,600,107479,1486.3,32402.8,0,56070,18,262.8,19,1486.3,0,0,23,107479,,,0,0,,,18,56070,1,3115,19,32740,,,0,0,,,,,,Prague,12541,0.36
362,2708,3268,1,Female,43,OWNER,classic,1996,3,25,Monthly,69,788366.5,88,711268.8,50425,36,0,33,83,5,0,781792,0,6574.5,700168.8,11100,0,28,408.8,33,6574.5,0,0,0,0,,,0,0,,,0,0,,,96,1492652,,,0,0,,,,,,Prague,12541,0.36
363,2727,3293,1,Female,46,OWNER,not availed,1995,10,25,Monthly,79,598614.1,105,580841.8,34040,41,0,38,105,0,0,593709,0,4905.1,580841.8,0,0,33,481.8,38,4905.1,0,0,0,0,,,0,0,,,0,0,,,113,1174069,,,0,0,,,,,,Prague,12541,0.36
364,2731,3297,1,Male,31,OWNER,classic,1995,9,26,Monthly,79,979051.9,136,910836.4,49073,40,0,39,100,1,35,971510,0,7541.9,733696.4,600,176540,34,496.4,39,7541.9,0,0,0,0,,,0,0,,,35,176540,1,5044,107,1705310,,,0,0,,,,,,Prague,12541,0.36
365,2747,3316,1,Female,52,OWNER,not availed,1994,8,14,Monthly,111,348190.3,135,313834.2,23309,59,0,52,87,0,48,343410,0,4780.3,130186.2,0,183648,47,686.2,52,4780.3,0,0,0,0,,,0,0,,,48,183648,1,3826,99,472910,,,0,0,,,,,,Prague,12541,0.36
366,2749,3319,1,Female,20,OWNER,junior,1994,5,23,Monthly,173,2390331.5,191,2291825.8,57952,117,0,56,138,0,53,2378656,0,11675.5,1522265.8,0,769560,53,773.8,56,11675.5,0,0,0,0,,,0,0,,,53,769560,1,14520,202,3900148,,,0,0,,,,,,Prague,12541,0.36
367,2761,3334,1,Male,32,OWNER,not availed,1996,12,26,Monthly,49,474096.9,72,436799.4,25652,25,0,24,53,0,19,471528,0,2568.9,318277.4,0,118522,19,277.4,24,2568.9,0,0,0,0,,,0,0,,,19,118522,1,6238,59,789528,,,0,0,,,,,,Prague,12541,0.36
368,2782,3359,1,Male,54,OWNER,not availed,1997,2,27,Monthly,47,644629.9,63,588605.2,48825,3,22,22,63,0,0,15900,624672,4057.9,588605.2,0,0,17,248.2,22,4057.9,0,0,0,0,1,2602.8,0,0,,,0,0,,,71,1228929,,,0,0,,,,,,Prague,12541,0.36
369,2787,3365,1,Female,33,OWNER,not availed,1997,12,7,Monthly,27,290306.7,34,250620.8,39226,14,0,13,25,0,9,288042,0,2264.7,175416.8,0,75204,8,116.8,13,2264.7,0,0,0,0,,,0,0,,,9,75204,1,8356,31,463342,,,0,0,,,,,,Prague,12541,0.36
370,2790,3369,1,Male,47,OWNER,not availed,1994,10,18,Monthly,116,939690.7,177,877309,63472,66,0,50,131,0,46,927219,0,12471.7,469657,0,407652,45,657,50,12471.7,0,0,0,0,,,0,0,,,46,407652,1,8862,152,1396219,,,0,0,,,,,,Prague,12541,0.36
371,2792,3372,1,Male,29,OWNER,not availed,1996,8,26,Monthly,71,147119.7,86,102983.8,30976,15,28,28,62,0,24,45900,97748,3471.7,47135.8,0,55848,23,335.8,28,3471.7,0,0,0,0,,,0,0,,,24,55848,1,2327,82,190448,,,0,0,,,,,,Prague,12541,0.36
372,2808,3392,1,Female,24,OWNER,not availed,1994,12,18,Monthly,78,305783.8,62,245056.6,49450,31,0,47,62,0,0,293998,0,11785.8,245056.6,0,0,21,306.6,47,11785.8,0,0,0,0,,,0,0,,,0,0,,,72,538748,,,0,0,,,,,,Prague,12541,0.36
373,2831,3422,1,Female,48,OWNER,not availed,1997,11,10,Monthly,29,365403.9,64,293209.4,61700,15,0,14,27,0,37,361847,0,3556.9,246391.4,0,46818,9,131.4,14,3556.9,0,0,0,0,,,9,3267,1,363,9,32274,1,3586,33,608107,2,1207,0,0,,,,,,Prague,12541,0.36
374,2846,3440,1,Female,61,OWNER,not availed,1997,9,27,Monthly,28,93844.7,36,72596,20636,1,15,12,26,0,10,800,92010,1034.7,48026,0,24570,10,146,12,1034.7,0,0,15,92010,,,0,0,,,10,24570,1,2457,17,48680,,,0,0,,,,,,Prague,12541,0.36
375,2849,3443,1,Female,65,OWNER,not availed,1993,9,16,Monthly,124,427143.2,212,395042.8,22494,1,63,60,153,0,59,900,420651,5592.2,235506.8,0,159536,58,846.8,60,5592.2,0,0,63,420651,,,0,0,,,59,159536,1,2704,96,235560,,,0,0,,,,,,Prague,12541,0.36
376,2854,3448,1,Male,45,OWNER,gold,1997,1,18,Monthly,48,512772.4,75,442896.8,64793,25,0,23,53,3,19,507150,0,5622.4,358662.8,4700,79534,18,262.8,23,5622.4,0,0,0,0,,,0,0,,,19,79534,1,4186,63,870250,,,0,0,,,,,,Prague,12541,0.36
377,2865,3463,1,Female,20,OWNER,not availed,1995,3,3,Monthly,94,615978.6,280,588384.6,32239,48,0,46,112,0,168,610300,0,5678.6,441678.6,0,146706,41,598.6,46,5678.6,0,0,0,0,,,42,84,1,2,42,146244,1,3482,119,1051380,2,9,0,0,,,,,,Prague,12541,0.36
378,2868,3466,1,Female,63,OWNER,not availed,1994,6,15,Monthly,105,272737.5,146,244735.4,20405,1,54,50,96,0,50,800,267840,4097.5,79435.4,0,165300,49,715.4,50,4097.5,0,0,54,267840,,,0,0,,,50,165300,1,3306,48,79520,,,0,0,,,,,,Prague,12541,0.36
379,2870,3469,1,Female,24,OWNER,not availed,1996,6,18,Monthly,76,334251.2,97,290131,41011,46,0,30,71,0,26,329255,0,4996.2,138005,0,152126,25,365,30,4996.2,0,0,0,0,,,0,0,,,26,152126,1,5851,92,466895,,,0,0,,,,,,Prague,12541,0.36
380,2872,3471,1,Female,47,OWNER,not availed,1996,9,4,Monthly,60,383356.9,113,366319.8,18990,32,0,28,46,0,67,381347,0,2009.9,86975.8,0,279344,23,335.8,28,2009.9,0,0,0,0,,,0,0,,,24,96960,1,4040,55,467987,1,4059,19,84968,1,4472,268320,60,C,Prague,12541,0.36
381,2878,3478,1,Male,73,OWNER,not availed,1997,6,14,Monthly,34,125157.2,46,111197.8,16473,1,18,15,32,0,14,700,123534,923.2,66509.8,0,44688,13,189.8,15,923.2,0,0,18,123534,,,0,0,,,14,44688,1,3192,20,67020,,,0,0,,,,,,Prague,12541,0.36
382,2885,3487,1,Male,40,OWNER,not availed,1996,9,4,Monthly,58,605440,98,508655.8,59249,30,0,28,74,0,24,598623,0,6817,318935.8,0,189720,23,335.8,28,6817,0,0,0,0,,,0,0,,,24,189720,1,7905,81,917223,,,0,0,,,,,,Prague,12541,0.36
383,2886,3488,1,Male,44,OWNER,not availed,1994,4,8,Monthly,140,416024.8,188,399188.6,26664,84,0,56,136,0,52,410054,0,5970.8,218644.6,0,180544,51,744.6,56,5970.8,0,0,0,0,,,0,0,,,52,180544,1,3472,169,627954,,,0,0,,,,,,Prague,12541,0.36
384,2901,3506,1,Female,38,OWNER,not availed,1997,4,9,Monthly,53,209477.3,51,154015,42011,33,0,20,35,0,16,206112,0,3365.3,75039,0,78976,15,219,20,3365.3,0,0,0,0,,,0,0,,,16,78976,1,4936,53,280932,,,0,0,,,,,,Prague,12541,0.36
385,2925,3533,1,Female,36,OWNER,not availed,1993,1,10,Monthly,161,549561.8,224,516874.2,26564,89,0,72,156,0,68,541988,0,7573.8,224678.2,0,292196,67,978.2,72,7573.8,0,0,0,0,,,0,0,,,68,292196,1,4297,178,765688,,,0,0,,,,,,Prague,12541,0.36
386,2930,3538,1,Female,55,OWNER,not availed,1996,8,24,Monthly,82,1236928.9,98,1151070.4,65576,54,0,28,73,0,25,1229789,0,7139.9,850270.4,0,300800,24,350.4,28,7139.9,0,0,0,0,,,0,0,,,25,300800,1,12032,103,2079709,,,0,0,,,,,,Prague,12541,0.36
387,2934,3544,1,Female,38,OWNER,classic,1996,10,8,Monthly,71,998924.6,81,914346.8,62346,44,0,27,73,8,0,992537,0,6387.6,892746.8,21600,0,23,335.8,27,6387.6,0,0,0,0,,,0,0,,,0,0,,,102,1906548,,,0,0,,,,,,Prague,12541,0.36
388,2937,3547,1,Female,75,OWNER,not availed,1997,2,25,Monthly,41,108419.3,50,96168.2,13339,1,22,18,33,0,17,800,106590,1029.3,41258.2,0,54910,17,248.2,18,1029.3,0,0,22,106590,,,0,0,,,17,54910,1,3230,17,41810,,,0,0,,,,,,Prague,12541,0.36
389,2938,3548,1,Male,24,OWNER,not availed,1993,8,4,Monthly,194,3138215.1,375,3088012.2,59852,129,0,65,189,0,186,3123155,0,15060.1,2403408.2,0,684604,62,905.2,65,15060.1,0,0,0,0,1,3658.3,62,418996,1,6758,62,123752,1,1996,256,5525658,1,2288,0,0,,,,,,Prague,12541,0.36
390,2949,3562,1,Male,68,OWNER,not availed,1994,10,21,Monthly,97,325233.2,220,309680,22684,1,50,46,129,0,91,400,320500,4333.2,216117,0,93563,45,657,46,4333.2,0,0,50,320500,,,0,0,,,45,35235,2,2051,85,215860,,,0,0,,,,,,Prague,12541,0.36
391,2953,3567,1,Male,51,OWNER,classic,1996,9,2,Monthly,73,232592.7,108,185207.8,43324,45,0,28,52,8,48,227731,0,4861.7,88035.8,14900,82272,23,335.8,28,4861.7,0,0,0,0,1,1515,0,0,,,24,13920,1,580,82,330331,1,2848,0,0,,,,,,Prague,12541,0.36
392,2954,3568,1,Male,58,OWNER,classic,1997,4,8,Monthly,43,553023.6,68,466229.6,53881,22,0,21,50,2,16,548033,0,4990.6,328333.6,5000,132896,16,233.6,21,4990.6,0,0,0,0,,,0,0,,,16,132896,1,8306,58,881133,,,0,0,,,,,,Prague,12541,0.36
393,2962,3576,1,Female,60,OWNER,not availed,1993,5,30,Monthly,164,2439589.8,258,2406765,60425,98,0,66,246,0,12,2424817,0,14772.8,2375511,0,31254,60,876,66,14772.8,0,0,0,0,,,0,0,,,0,0,,,284,4799452,,,12,31254,1,2604.5,31254,12,A,Prague,12541,0.36
394,2993,3615,1,Male,25,OWNER,classic,1996,2,13,Weekly,100,1383047.9,120,1368143,61116,65,0,35,117,3,0,1374932,0,8115.9,1362143,6000,0,33,990,35,8115.9,0,0,0,0,,,0,0,,,0,0,,,152,2742085,,,0,0,,,,,,Prague,12541,0.36
395,3001,3624,1,Female,17,OWNER,not availed,1993,3,24,Monthly,242,529731.9,191,503113.6,34332,173,0,69,191,0,0,520239,0,9492.9,503113.6,0,0,66,963.6,69,9492.9,0,0,0,0,,,0,0,,,0,0,,,298,1022389,,,0,0,,,,,,Prague,12541,0.36
396,3009,3634,1,Male,76,OWNER,not availed,1996,1,26,Monthly,67,147246.4,79,124417,20383,1,35,31,48,0,31,900,143815,2531.4,39508,0,84909,30,438,31,2531.4,0,0,35,143815,,,0,0,,,31,84909,1,2739,19,39970,,,0,0,,,,,,Prague,12541,0.36
397,3024,3652,1,Male,79,OWNER,not availed,1996,12,18,Monthly,46,163621.6,88,144827.4,25790,1,24,21,48,0,40,400,161112,2109.6,99607.4,0,45220,19,277.4,21,2109.6,0,0,24,161112,,,0,0,,,20,12220,2,2261,30,99730,,,0,0,,,,,,Prague,12541,0.36
398,3039,3673,1,Female,48,OWNER,not availed,1993,12,10,Monthly,148,708872.2,258,630631,38787,88,0,60,146,0,112,699590,0,9282.2,279623,0,351008,55,803,60,9282.2,0,0,0,0,,,0,0,,,56,281960,1,5035,179,978410,1,1233,0,0,,,,,,Prague,12541,0.36
399,3043,3678,1,Female,65,OWNER,not availed,1996,12,29,Monthly,45,101691.3,55,85697.4,15382,1,24,20,35,0,20,800,99648,1243.3,30337.4,0,55360,19,277.4,20,1243.3,0,0,24,99648,,,0,0,,,20,55360,1,2768,17,30860,,,0,0,,,,,,Prague,12541,0.36
